id,lingua,categoria,livello,fase,persona,territorio,regione,domanda,keyword,ricerche_anno
OBS-I-742ba166-IT,it,neve,internal,hotel,famiglie,Livigno,Lombardia,quali sono i migliori hotel per famiglie a Livigno?,family hotel livigno,15560
OBS-I-747e3e2e-IT,it,neve,internal,hotel,famiglie,Cortina d'Ampezzo ,Veneto,quali sono i migliori hotel per famiglie a Cortina d'Ampezzo?,family hotel cortina d'ampezzo,1350
OBS-I-74967f76-IT,it,neve,internal,hotel,famiglie,Mondolè,Piemonte,quali sono i migliori hotel per famiglie a Mondolè?,family hotel mondolè,3870
OBS-I-75bd9182-IT,it,neve,internal,organizzazione,,Livigno,Lombardia,cosa vedere a Livigno?,cosa fare a livigno,13330
OBS-I-7752d9c4-IT,it,neve,internal,hotel,famiglie,Val di Fiemme,Trentino-Alto Adige,quali sono i migliori hotel per famiglie a Val di Fiemme?,family hotel val di fiemme,12100
OBS-I-782f434d-IT,it,neve,internal,hotel,famiglie,"Folgaria, Area sciistica Folgaria ",Trentino-Alto Adige,quali sono i migliori hotel per famiglie a Folgaria?,family hotel folgaria,11580
OBS-I-78652d40-IT,it,neve,internal,hotel,,Pescasseroli,Abruzzo,quali sono i migliori hotel a Pescasseroli?,hotel pescasseroli,112600
OBS-I-7927c130-IT,it,neve,internal,organizzazione,,Artesina ,Piemonte,cosa vedere a Roccaforte Mondovì?,roccaforte mondovì cosa vedere,1010
OBS-I-79658bcb-IT,it,neve,internal,hotel,economici,Val Gardena,Trentino-Alto Adige,quali sono i migliori hotel economici a Val Gardena?,hotel economici val gardena,1720
OBS-I-7aafdfc4-EN,en,neve,internal,hotel,,Courmayeur,Valle d'Aosta,what are the best hotels in Courmayeur?,hotels in courmayeur,70800
OBS-I-7acc59e8-IT,it,neve,internal,hotel,,Monte Fumaiolo,Emilia-Romagna,quali sono i migliori hotel a Monte Fumaiolo?,hotel monte fumaiolo,1040
OBS-I-7b024f0c-IT,it,neve,internal,hotel,,Gambarie ,Calabria,quali sono i migliori hotel a Gambarie?,hotel gambarie,11050
OBS-I-7c8216be-IT,it,neve,internal,hotel,economici,Courmayeur,Valle d'Aosta,quali sono i migliori hotel economici a Courmayeur?,hotel economici courmayeur,2300
OBS-I-80572968-IT,it,neve,internal,hotel,famiglie,Bormio ,Lombardia,quali sono i migliori hotel per famiglie a Bormio?,family hotel bormio,5340
OBS-I-811d0016-IT,it,neve,internal,hotel,,Rocca Pietore; Sottoguda ,Veneto,quali sono i migliori hotel a Rocca Pietore?,hotel rocca pietore,4010
OBS-I-8204718b-IT,it,neve,internal,hotel,,Val di Fiemme,Trentino-Alto Adige,quali sono i migliori hotel a Val di Fiemme?,hotel val di fiemme,22700
OBS-I-82454b17-EN,en,neve,internal,hotel,,San Martino di Castrozza - Passo Rolle ,Trentino-Alto Adige,what are the best hotels in Passo Rolle?,passo rolle hotels,1730
OBS-I-82658e5f-EN,en,neve,internal,hotel,lusso,Val Gardena,Trentino-Alto Adige,what are the best luxury hotels in Val Gardena?,luxury hotels in val gardena,1450
OBS-I-8311fddb-IT,it,neve,internal,hotel,,Valmalenco,Lombardia,quali sono i migliori hotel a Valmalenco?,hotel valmalenco,2250
OBS-I-84baf86d-EN,en,neve,internal,hotel,,Campo Staffi ,Lazio,what are the best hotels in Filettino?,filettino hotels,2810
OBS-I-85e0960e-IT,it,neve,internal,hotel,famiglie,"Tarvisio, Tarvis ",Friuli-Venezia Giulia,quali sono i migliori hotel per famiglie a Tarvisio?,family hotel tarvisio,1360
OBS-I-85fe6492-IT,it,neve,internal,hotel,lusso,Cervinia,Valle d'Aosta,quali sono i migliori hotel di lusso a Cervinia?,hotel 5 stelle cervinia,4260
OBS-I-8892f010-IT,it,neve,internal,hotel,,Campitello Matese ,Molise,quali sono i migliori hotel a Campitello Matese?,hotel campitello matese,51890
OBS-I-89aa99a7-IT,it,neve,internal,organizzazione,,Bormio ,Lombardia,cosa vedere a Bormio?,cosa fare a bormio,11150
OBS-I-8c165db1-IT,it,neve,internal,hotel,,Campocatino ,Lazio,quali sono i migliori hotel a Campocatino?,hotel campocatino,2510
OBS-I-8c48859f-IT,it,neve,internal,organizzazione,,Aprica ,Lombardia,cosa vedere ad Aprica?,cosa vedere aprica,3160
OBS-I-8d5227e4-EN,en,neve,internal,hotel,lusso,Cervinia,Valle d'Aosta,what are the best luxury hotels in Cervinia?,luxury hotels in cervinia,1410
OBS-I-8ec70a0e-EN,en,neve,internal,organizzazione,,Bormio ,Lombardia,what to see in Bormio?,things to do in bormio,1860
OBS-I-8eec58bb-EN,en,neve,internal,hotel,,Arabba ,Veneto,what are the best hotels in Arabba?,arabba hotels,3040
OBS-I-8fee2dff-IT,it,neve,internal,hotel,famiglie,Roccaraso - Rivisondoli ,Abruzzo,quali sono i migliori hotel per famiglie a Roccaraso?,family hotel roccaraso,3880
OBS-I-906ab1a8-IT,it,neve,internal,organizzazione,,Campo Felice ,Abruzzo,cosa vedere a Rocca di Cambio?,rocca di cambio cosa vedere,1630
OBS-I-9114f7a2-IT,it,neve,internal,hotel,,Monesi di Triora ,Liguria,quali sono i migliori hotel a Triora?,hotel triora,1520
OBS-I-938131e6-IT,it,neve,internal,hotel,,Ponte di Legno - Passo Tonale ,Lombardia,quali sono i migliori hotel a Ponte di Legno?,hotel ponte di legno,82000
OBS-I-93825985-IT,it,neve,internal,hotel,,Ovindoli,Abruzzo,quali sono i migliori hotel a Ovindoli?,hotel ovindoli,51210
OBS-I-94e2f845-IT,it,neve,internal,hotel,,Corno alle Scale ,Emilia-Romagna,quali sono i migliori hotel a Corno alle Scale?,hotel corno alle scale,11440
OBS-I-95ba948e-IT,it,neve,internal,hotel,,Claviere ,Piemonte,quali sono i migliori hotel a Claviere?,hotel claviere,7370
OBS-I-974f7e83-EN,en,neve,internal,hotel,famiglie,Cortina d'Ampezzo ,Veneto,what are the best family-friendly hotels in Cortina d'Ampezzo?,cortina d'ampezzo family hotels,1600
OBS-I-975556c3-IT,it,neve,internal,hotel,,Monte Livata,Lazio,quali sono i migliori hotel a Monte Livata?,hotel monte livata,11830
OBS-I-9783e088-IT,it,neve,internal,hotel,,Monterosa ,Valle d'Aosta,quali sono i migliori hotel a Monterosa?,hotel monterosa,20800
OBS-I-9a8e7612-IT,it,neve,internal,hotel,famiglie,Courmayeur,Valle d'Aosta,quali sono i migliori hotel per famiglie a Courmayeur?,family hotel courmayeur,3960
OBS-I-9b962a14-IT,it,neve,internal,organizzazione,,Campocatino ,Lazio,cosa vedere a Guarcino?,guarcino cosa vedere,1760
OBS-I-9bcf8003-IT,it,neve,internal,hotel,lusso,Sestriere ,Piemonte,quali sono i migliori hotel di lusso a Sestriere?,hotel 5 stelle sestriere,1150
OBS-I-9c55318e-IT,it,neve,internal,hotel,,Cervinia,Valle d'Aosta,quali sono i migliori hotel a Cervinia?,hotel cervinia,65400
OBS-I-9c7db3e8-IT,it,neve,internal,hotel,lusso,Alta Badia ,Trentino-Alto Adige,quali sono i migliori hotel di lusso ad Alta Badia?,hotel 5 stelle alta badia,1090
OBS-I-9d861e39-IT,it,neve,internal,hotel,famiglie,"Kronplatz - Plan de Corones, Kronplatz, Plan de Corones ",Trentino-Alto Adige,quali sono i migliori hotel per famiglie a Plan de Corones?,family hotel plan de corones,4010
OBS-I-9d9018eb-IT,it,neve,internal,hotel,,Pila ,Valle d'Aosta,quali sono i migliori hotel a Pila?,hotel pila,10990
OBS-I-9de4982d-IT,it,neve,internal,organizzazione,,Ski Civetta ,Veneto,cosa vedere ad Alleghe?,cosa vedere alleghe,3100
OBS-I-9e965cc2-IT,it,neve,internal,hotel,,Sella Nevea,Friuli-Venezia Giulia,quali sono i migliori hotel a Sella Nevea?,hotel sella nevea,5570
OBS-I-a0c475bf-IT,it,neve,internal,hotel,,Val di Fassa ,Trentino-Alto Adige,quali sono i migliori hotel a Val di Fassa?,hotel val di fassa,69700
OBS-I-a2f67610-IT,it,neve,internal,organizzazione,,Claviere ,Piemonte,cosa vedere a Cesana Torinese?,cesana torinese cosa vedere,1070
OBS-I-a79c517c-EN,en,neve,internal,hotel,,"Zoncolan, Çoncolan ",Friuli-Venezia Giulia,what are the best hotels in Zoncolan?,zoncolan hotels,4530
OBS-I-a89e28b8-EN,en,neve,internal,hotel,,Capracotta,Molise,what are the best hotels in Capracotta?,capracotta hotels,3380
OBS-I-a9dd48a8-IT,it,neve,internal,hotel,,Prato Nevoso,Piemonte,quali sono i migliori hotel a Prato Nevoso?,hotel prato nevoso,55640
OBS-I-aa847b96-IT,it,neve,internal,organizzazione,,Valmalenco,Lombardia,cosa vedere a Valmalenco?,valmalenco cosa vedere,2120
OBS-I-ab64b87e-IT,it,neve,internal,hotel,,Bormio ,Lombardia,quali sono i migliori hotel a Bormio?,hotel bormio,66800
OBS-I-ab944dec-IT,it,neve,internal,hotel,,Sestriere ,Piemonte,quali sono i migliori hotel a Sestriere?,hotel sestriere,35160
OBS-I-ad61ab06-IT,it,neve,internal,hotel,famiglie,Cervinia,Valle d'Aosta,quali sono i migliori hotel per famiglie a Cervinia?,family hotel cervinia,2500
OBS-I-aee875db-IT,it,neve,internal,hotel,,Forni di Sopra,Friuli-Venezia Giulia,quali sono i migliori hotel a Forni di Sopra?,hotel forni di sopra,15110
OBS-I-afaa49ea-EN,en,neve,internal,hotel,,Val d'Aveto ,Liguria,what are the best hotels in Santo Stefano d'Aveto?,santo stefano d'aveto hotels,1640
OBS-I-afd76538-IT,it,neve,internal,hotel,,Macugnaga,Piemonte,quali sono i migliori hotel a Macugnaga?,hotel macugnaga,27980
OBS-I-afe7181c-IT,it,neve,internal,hotel,,Piani di Bobbio,Lombardia,quali sono i migliori hotel a Piani di Bobbio?,hotel piani di bobbio,8830
OBS-I-b1127602-IT,it,neve,internal,hotel,,Aprica ,Lombardia,quali sono i migliori hotel ad Aprica?,hotel aprica,22490
OBS-I-b18f110a-IT,it,neve,internal,organizzazione,,Bardonecchia,Piemonte,cosa vedere a Bardonecchia?,cosa fare a bardonecchia,5670
OBS-I-b4566357-IT,it,neve,internal,hotel,,Area Sciistica Abetone ,Toscana,quali sono i migliori hotel ad Abetone?,hotel abetone,45900
OBS-I-b6e33351-IT,it,neve,internal,organizzazione,,Sestriere ,Piemonte,cosa vedere a Sestriere?,cosa fare a sestriere,3260
OBS-I-b88da46e-IT,it,neve,internal,hotel,,Etna Nord ,Sicilia,quali sono i migliori hotel a Linguaglossa?,hotel linguaglossa,4270
OBS-I-b8cec7f4-EN,en,neve,internal,hotel,,Bormio ,Lombardia,what are the best hotels in Bormio?,hotels in bormio,48800
OBS-I-b98f5953-EN,en,neve,internal,organizzazione,,Livigno,Lombardia,what to see in Livigno?,things to do in livigno,2380
OBS-I-baa49ec0-EN,en,neve,internal,hotel,,Bardonecchia,Piemonte,what are the best hotels in Bardonecchia?,hotels in bardonecchia,2980
OBS-I-bab20d3f-EN,en,neve,internal,hotel,,Area Sciistica Cerreto Laghi ,Emilia-Romagna,what are the best hotels in Cerreto Laghi?,cerreto laghi hotels,12800
OBS-I-bb5d1c5b-IT,it,neve,internal,organizzazione,,Riserva Bianca ,Piemonte,cosa vedere a Limone Piemonte?,cosa vedere limone piemonte,3790
OBS-I-bb65d5ac-IT,it,neve,internal,organizzazione,,Sauze D'Oulx,Piemonte,cosa vedere a Sauze D'Oulx?,sauze d'oulx cosa vedere,2890
OBS-I-bd35fc00-IT,it,neve,internal,organizzazione,,Arabba ,Veneto,cosa vedere ad Arabba?,cosa vedere arabba,1600
OBS-I-bd3fbd6f-IT,it,neve,internal,organizzazione,,Nevegal,Veneto,cosa vedere a Nevegal?,nevegal cosa vedere,1000
OBS-I-bd668ca5-IT,it,neve,internal,organizzazione,,Ponte di Legno - Passo Tonale ,Lombardia,cosa vedere a Ponte di Legno?,cosa vedere ponte di legno,11690
OBS-I-bd8b7662-IT,it,neve,internal,hotel,,"Drei Zinnen - Tre Cime, Drei Zinnen, Tre Cime ",Trentino-Alto Adige,quali sono i migliori hotel a Drei Zinnen?,hotel drei zinnen,7170
OBS-I-bff074ef-IT,it,neve,internal,hotel,,Campo Imperatore ,Abruzzo,quali sono i migliori hotel a Campo Imperatore?,hotel campo imperatore,66700
OBS-I-c0e2b77a-IT,it,neve,internal,hotel,economici,Roccaraso - Rivisondoli ,Abruzzo,quali sono i migliori hotel economici a Roccaraso?,hotel economici roccaraso,2810
OBS-I-c273be23-EN,en,neve,internal,hotel,,Piano Battaglia,Sicilia,what are the best hotels in Piano Battaglia?,piano battaglia hotels,4850
OBS-I-c27d5dad-EN,en,neve,internal,hotel,,Lorica,Calabria,what are the best hotels in Lorica?,lorica hotels,3610
OBS-I-c2ec0e1e-IT,it,neve,internal,hotel,economici,San Martino di Castrozza - Passo Rolle ,Trentino-Alto Adige,quali sono i migliori hotel economici a San Martino di Castrozza?,hotel economici san martino di castrozza,3160
OBS-I-c4988182-IT,it,neve,internal,hotel,,"Cimone, Area sciistica Monte Cimone ",Emilia-Romagna,quali sono i migliori hotel a Monte Cimone?,hotel monte cimone,12550
OBS-I-c53efd30-EN,en,neve,internal,hotel,,Monte Livata,Lazio,what are the best hotels in Monte Livata?,monte livata hotels,7470
OBS-I-c6e324d0-IT,it,neve,internal,hotel,famiglie,San Martino di Castrozza - Passo Rolle ,Trentino-Alto Adige,quali sono i migliori hotel per famiglie a San Martino di Castrozza?,family hotel san martino di castrozza,6540
OBS-I-c8ba2182-IT,it,neve,internal,hotel,,Capracotta,Molise,quali sono i migliori hotel a Capracotta?,hotel capracotta,6660
OBS-I-c8d967dc-IT,it,neve,internal,hotel,,Area Sciistica Cerreto Laghi ,Emilia-Romagna,quali sono i migliori hotel a Cerreto Laghi?,hotel cerreto laghi,12800
OBS-I-c8eee31d-EN,en,neve,internal,hotel,,Val di Fassa ,Trentino-Alto Adige,what are the best hotels in Val di Fassa?,hotels in val di fassa,72300
OBS-I-c92f28bd-IT,it,neve,internal,hotel,famiglie,Area Sciistica Abetone ,Toscana,quali sono i migliori hotel per famiglie ad Abetone?,family hotel abetone,1270
OBS-I-c9c1e1eb-IT,it,neve,internal,hotel,economici,Val di Fassa ,Trentino-Alto Adige,quali sono i migliori hotel economici a Val di Fassa?,hotel economici val di fassa,3030
OBS-I-cb715afa-IT,it,neve,internal,hotel,economici,Cortina d'Ampezzo ,Veneto,quali sono i migliori hotel economici ad Auronzo di Cadore?,alberghi economici auronzo di cadore,1810
OBS-I-cd78f315-IT,it,neve,internal,organizzazione,,Area Sciistica Abetone ,Toscana,cosa vedere ad Abetone?,cosa vedere abetone,1510
OBS-I-cee368dd-IT,it,neve,internal,hotel,,Livigno,Lombardia,quali sono i migliori hotel a Livigno?,hotel livigno,214900
OBS-I-cf70ad82-EN,en,neve,internal,hotel,famiglie,Cervinia,Valle d'Aosta,what are the best family-friendly hotels in Cervinia?,cervinia family hotels,3250
OBS-I-d0972551-EN,en,neve,internal,hotel,,Campo Felice ,Abruzzo,what are the best hotels in Rocca di Cambio?,rocca di cambio hotels,6120
OBS-I-d2057b44-IT,it,neve,internal,organizzazione,,Roccaraso - Rivisondoli ,Abruzzo,cosa vedere a Roccaraso?,cosa fare a roccaraso,6620
OBS-I-d3ac741c-IT,it,neve,internal,hotel,economici,Madonna di Campiglio,Trentino-Alto Adige,quali sono i migliori hotel economici a Madonna di Campiglio?,hotel economici madonna di campiglio,4370
OBS-I-d46d40bb-IT,it,neve,internal,hotel,,Klausberg Skiarena ,Trentino-Alto Adige,quali sono i migliori hotel a Valle Aurina?,hotel valle aurina,35200
OBS-I-d484f95c-IT,it,neve,internal,organizzazione,,Etna Sud/Nicolosi ,Sicilia,cosa vedere a Nicolosi?,nicolosi cosa vedere,1240
OBS-I-d575ebe9-EN,en,neve,internal,hotel,,Gambarie ,Calabria,what are the best hotels in Gambarie?,gambarie hotels,11080
OBS-I-d6598548-IT,it,neve,internal,hotel,,Courmayeur,Valle d'Aosta,quali sono i migliori hotel a Courmayeur?,hotel courmayeur,92100
OBS-I-d6dfc732-IT,it,neve,internal,hotel,,Alta Badia ,Trentino-Alto Adige,quali sono i migliori hotel ad Alta Badia?,hotel alta badia,14130
OBS-I-d72dd2fd-IT,it,neve,internal,hotel,,Seiser Alm,Trentino-Alto Adige,quali sono i migliori hotel a Seiser Alm?,hotel seiser alm,6430
OBS-I-d76c18b9-EN,en,neve,internal,hotel,famiglie,"Folgaria, Area sciistica Folgaria ",Trentino-Alto Adige,what are the best family-friendly hotels in Folgaria?,folgaria family hotels,11580
OBS-I-d83751c5-IT,it,neve,internal,hotel,economici,Klausberg Skiarena ,Trentino-Alto Adige,quali sono i migliori hotel economici a Valle Aurina?,hotel economici valle aurina,1150
OBS-I-d83e0278-IT,it,neve,internal,organizzazione,,Pila ,Valle d'Aosta,cosa vedere a Pila?,cosa fare a pila,1020
OBS-I-d99adc1a-EN,en,neve,internal,hotel,,Sella Nevea,Friuli-Venezia Giulia,what are the best hotels in Sella Nevea?,sella nevea hotels,6870
OBS-I-da4e6238-IT,it,neve,internal,hotel,economici,"Folgaria, Area sciistica Folgaria ",Trentino-Alto Adige,quali sono i migliori hotel economici a Folgaria?,hotel economici folgaria,2950
OBS-I-db7d9e5d-IT,it,neve,internal,organizzazione,,Campo Stella ,Lazio,cosa vedere a Leonessa?,leonessa cosa vedere,2210
OBS-I-db9bd443-IT,it,neve,internal,hotel,,Ski Area San Pellegrino - Falcade ,Veneto,quali sono i migliori hotel a Falcade?,hotel falcade,25380
OBS-I-dd807f61-IT,it,neve,internal,hotel,economici,Ponte di Legno - Passo Tonale ,Lombardia,quali sono i migliori hotel economici a Ponte di Legno?,hotel economici ponte di legno,1810
OBS-I-de6be02f-IT,it,neve,internal,organizzazione,,Courmayeur,Valle d'Aosta,cosa vedere a Courmayeur?,cosa fare a courmayeur,11840
OBS-I-def198a1-IT,it,neve,internal,hotel,economici,"Drei Zinnen - Tre Cime, Drei Zinnen, Tre Cime ",Trentino-Alto Adige,quali sono i migliori hotel economici a San Candido?,hotel economici san candido,5710
OBS-I-df6f85b8-IT,it,neve,internal,hotel,economici,Livigno,Lombardia,quali sono i migliori hotel economici a Livigno?,hotel economici livigno,9330
OBS-I-e0917750-EN,en,neve,internal,hotel,,Piancavallo ,Friuli-Venezia Giulia,what are the best hotels in Piancavallo?,hotels in piancavallo,23910
OBS-I-e0fa1543-IT,it,neve,internal,hotel,famiglie,Madonna di Campiglio,Trentino-Alto Adige,quali sono i migliori hotel per famiglie a Madonna di Campiglio?,family hotel madonna di campiglio,13640
OBS-I-e1f73285-IT,it,neve,internal,organizzazione,,Sirino ,Basilicata,cosa vedere a Lagonegro?,lagonegro cosa vedere,4230
OBS-I-e22d6d6f-EN,en,neve,internal,hotel,,Ski Civetta ,Veneto,what are the best hotels in Alleghe?,alleghe hotels,12040
OBS-I-e3589dda-IT,it,neve,internal,organizzazione,,Monte Baldo,Veneto,cosa vedere a Monte Baldo?,monte baldo cosa vedere,3260
OBS-I-e409bdf9-EN,en,neve,internal,hotel,,Etna Nord ,Sicilia,what are the best hotels in Linguaglossa?,linguaglossa hotels,1620
OBS-I-e43a1d85-IT,it,neve,internal,hotel,,Sauze D'Oulx,Piemonte,quali sono i migliori hotel a Sauze D'Oulx?,hotel sauze d'oulx,8360
OBS-I-e4549cc9-IT,it,neve,internal,hotel,lusso,La Thuile,Valle d'Aosta,quali sono i migliori hotel di lusso alla Thuile?,hotel 5 stelle la thuile,1250
OBS-I-e4f7e8a7-IT,it,neve,internal,hotel,,Piancavallo ,Friuli-Venezia Giulia,quali sono i migliori hotel a Piancavallo?,hotel piancavallo,22740
OBS-I-e531388b-IT,it,neve,internal,organizzazione,,Rocca Pietore; Sottoguda ,Veneto,cosa vedere a Rocca Pietore?,rocca pietore cosa vedere,2430
OBS-I-e611ccc8-IT,it,neve,internal,organizzazione,,Pescasseroli,Abruzzo,cosa vedere a Pescasseroli?,cosa vedere pescasseroli,8330
OBS-I-e8995b0f-EN,en,neve,internal,hotel,,Champoluc,Valle d'Aosta,what are the best hotels in Champoluc?,hotels in champoluc,48800
OBS-I-e8deb46e-IT,it,neve,internal,hotel,,Villaggio Palumbo ,Calabria,quali sono i migliori hotel a Villaggio Palumbo?,hotel villaggio palumbo,7690
OBS-I-ea811300-IT,it,neve,internal,hotel,,Nevegal,Veneto,quali sono i migliori hotel a Nevegal?,alberghi nevegal,1170
OBS-I-ea8240da-IT,it,neve,internal,hotel,lusso,"Drei Zinnen - Tre Cime, Drei Zinnen, Tre Cime ",Trentino-Alto Adige,quali sono i migliori hotel di lusso a San Candido?,hotel 5 stelle san candido,1800
OBS-I-ebed9e98-IT,it,neve,internal,organizzazione,,"Cimone, Area sciistica Monte Cimone ",Emilia-Romagna,cosa vedere a Sestola?,cosa fare a sestola,2230
OBS-I-ed25bfc5-IT,it,neve,internal,hotel,animali,Madonna di Campiglio,Trentino-Alto Adige,quali sono i migliori hotel che accettano animali a Madonna di Campiglio?,hotel pet friendly madonna di campiglio,1090
OBS-I-ed834191-EN,en,neve,internal,hotel,,Campitello Matese ,Molise,what are the best hotels in Campitello Matese?,campitello matese hotels,52020
OBS-I-ed923e78-IT,it,neve,internal,organizzazione,,Corno alle Scale ,Emilia-Romagna,cosa vedere a Fanano?,fanano cosa vedere,2270
OBS-I-edee9257-IT,it,neve,internal,hotel,,"Kronplatz - Plan de Corones, Kronplatz, Plan de Corones ",Trentino-Alto Adige,quali sono i migliori hotel a Plan de Corones?,hotel plan de corones,19910
OBS-I-eec1bd62-IT,it,neve,internal,hotel,,Camigliatello Silano,Calabria,quali sono i migliori hotel a Camigliatello Silano?,hotel camigliatello silano,22380
OBS-I-eeca83c0-IT,it,neve,internal,hotel,,Val Gardena,Trentino-Alto Adige,quali sono i migliori hotel a Val Gardena?,hotel val gardena,30300
OBS-I-ef588808-IT,it,neve,internal,hotel,,Riserva Bianca ,Piemonte,quali sono i migliori hotel a Riserva Bianca?,riserva bianca hotel,1680
OBS-I-efa9dd48-EN,en,neve,internal,hotel,,Presolana,Lombardia,what are the best hotels in Presolana?,presolana hotels,3570
